date,fixture_id,match,league,kickoff,market_key,market,scope,probability_pct,reliability_pct,context_sample_n,context_hits,context_raw_hit_rate_pct,validation_band,validation_sample_n,validation_predicted_pct,validation_actual_pct,validation_gap_pp,all_results_sample_n,all_results_hits,all_results_actual_pct,platform_shown,exact_odd,bookmaker,quote_status,quote_field,quote_line_candidates,recommended_80,omission_reason
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_over6_5,Total partido — Córners — Más de 6.5,team,88.3775,92.5926,150,135,90,high,135,88.6114,83.7037,4.9077,32160,26143,81.2904,false,1.17,Bet365,below_minimum,corners,Over_6_5|Over_6,true,cuota real < 1.20
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_under6_5,Total partido — Córners — Menos de 6.5,team,11.6225,92.5926,150,15,10,high,0,,,,32160,6017,18.7096,false,5,Bet365,offered,corners,Under_6_5|Under_7,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_over7_5,Total partido — Córners — Más de 7.5,team,76.9132,92.5926,150,124,82.6667,high,63,87.7007,79.3651,8.3356,32160,22841,71.023,true,1.3,Bet365,offered,corners,Over_7_5|Over_7,false,
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_under7_5,Total partido — Córners — Menos de 7.5,team,23.0868,92.5926,150,26,17.3333,high,0,,,,32160,9319,28.977,false,,,line_not_offered,corners,Under_7_5|Under_8,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_over8_5,Total partido — Córners — Más de 8.5,team,72.8637,92.5926,150,112,74.6667,high,29,85.0811,75.8621,9.219,32160,19207,59.7233,false,,,line_not_offered,corners,Over_8_5|Over_8,false,línea exacta no entregada por bet365/bwin
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_under8_5,Total partido — Córners — Menos de 8.5,team,27.1363,92.5926,150,38,25.3333,high,0,,,,32160,12953,40.2767,false,2.38,Bet365,offered,corners,Under_8_5|Under_9,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_over9_5,Total partido — Córners — Más de 9.5,team,60.751,92.5926,150,94,62.6667,high,6,85.3168,50,35.3168,32160,15468,48.097,false,1.83,Bet365,offered,corners,Over_9_5|Over_9,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_under9_5,Total partido — Córners — Menos de 9.5,team,39.249,92.5926,150,56,37.3333,high,6,82.494,33.3333,49.1607,32160,16692,51.903,false,,,line_not_offered,corners,Under_9_5|Under_10,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_over10_5,Total partido — Córners — Más de 10.5,team,45.9567,92.5926,150,76,50.6667,high,2,91.5199,50,41.5199,32160,11741,36.5081,false,,,line_not_offered,corners,Over_10_5|Over_10,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_under10_5,Total partido — Córners — Menos de 10.5,team,54.0433,92.5926,150,74,49.3333,high,19,84.8717,68.4211,16.4507,32160,20419,63.4919,false,,,line_not_offered,corners,Under_10_5|Under_11,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_over11_5,Total partido — Córners — Más de 11.5,team,36.7355,92.5926,150,60,40,high,1,99.9999,0,99.9999,32160,8585,26.6947,false,,,line_not_offered,corners,Over_11_5|Over_11,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_under11_5,Total partido — Córners — Menos de 11.5,team,63.2645,92.5926,150,90,60,high,59,85.7599,67.7966,17.9633,32160,23575,73.3053,false,,,line_not_offered,corners,Under_11_5|Under_12,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_over12_5,Total partido — Córners — Más de 12.5,team,12.274,92.5926,150,37,24.6667,high,1,99.9999,0,99.9999,32160,6030,18.75,false,,,line_not_offered,corners,Over_12_5|Over_12,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_under12_5,Total partido — Córners — Menos de 12.5,team,87.726,92.5926,150,113,75.3333,high,123,87.7156,77.2358,10.4798,32160,26130,81.25,false,,,line_not_offered,corners,Under_12_5|Under_13,true,línea exacta no entregada por bet365/bwin
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_over13_5,Total partido — Córners — Más de 13.5,team,9.1315,92.5926,150,27,18,high,0,,,,32160,4057,12.615,false,,,line_not_offered,corners,Over_13_5|Over_13,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_under13_5,Total partido — Córners — Menos de 13.5,team,90.8685,92.5926,150,123,82,daily90,90,93.2729,87.7778,5.4951,32160,28103,87.385,false,,,line_not_offered,corners,Under_13_5|Under_14,true,línea exacta no entregada por bet365/bwin
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_over14_5,Total partido — Córners — Más de 14.5,team,7.4532,92.5926,150,22,14.6667,high,0,,,,32160,2645,8.2245,false,,,line_not_offered,corners,Over_14_5|Over_14,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_under14_5,Total partido — Córners — Menos de 14.5,team,92.5468,92.5926,150,128,85.3333,daily90,118,94.2092,91.5254,2.6838,32160,29515,91.7755,false,,,line_not_offered,corners,Under_14_5|Under_15,true,línea exacta no entregada por bet365/bwin
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_over15_5,Total partido — Córners — Más de 15.5,team,5.6742,92.5926,150,17,11.3333,high,0,,,,32160,1601,4.9782,false,,,line_not_offered,corners,Over_15_5|Over_15,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_under15_5,Total partido — Córners — Menos de 15.5,team,94.3258,92.5926,150,133,88.6667,daily90,74,95.1756,94.5946,0.581,32160,30559,95.0218,false,,,line_not_offered,corners,Under_15_5|Under_16,true,línea exacta no entregada por bet365/bwin
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_over16_5,Total partido — Córners — Más de 16.5,team,3.1045,92.5926,150,9,6,high,0,,,,32160,938,2.9167,false,,,line_not_offered,corners,Over_16_5|Over_16,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,total_corners_under16_5,Total partido — Córners — Menos de 16.5,team,96.8955,92.5926,150,141,94,elite95,15,97.0264,86.6667,10.3598,32160,31222,97.0833,false,,,line_not_offered,corners,Under_16_5|Under_17,true,línea exacta no entregada por bet365/bwin
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_corners_over0_5,Shanghai Shenhua — Córners a favor — Más de 0.5,team,95.7492,92.5926,150,146,97.3333,elite95,198,98.6901,95.9596,2.7305,32160,31574,98.1779,false,,,line_not_offered,homeCorners,Over_0_5|Over_0,true,línea exacta no entregada por bet365/bwin
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_corners_under0_5,Shanghai Shenhua — Córners a favor — Menos de 0.5,team,4.2508,92.5926,150,4,2.6667,high,0,,,,32160,586,1.8221,false,,,line_not_offered,homeCorners,Under_0_5|Under_1,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_corners_over1_5,Shanghai Shenhua — Córners a favor — Más de 1.5,team,92.688,92.5926,150,136,90.6667,daily90,134,95.1125,89.5522,5.5603,32160,29719,92.4098,false,,,line_not_offered,homeCorners,Over_1_5|Over_1,true,línea exacta no entregada por bet365/bwin
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_corners_under1_5,Shanghai Shenhua — Córners a favor — Menos de 1.5,team,7.312,92.5926,150,14,9.3333,high,0,,,,32160,2441,7.5902,false,,,line_not_offered,homeCorners,Under_1_5|Under_2,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_corners_over2_5,Shanghai Shenhua — Córners a favor — Más de 2.5,team,75.8952,92.5926,150,123,82,high,90,87.8926,85.5556,2.337,32160,26611,82.7456,false,,,line_not_offered,homeCorners,Over_2_5|Over_2,false,línea exacta no entregada por bet365/bwin
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_corners_under2_5,Shanghai Shenhua — Córners a favor — Menos de 2.5,team,24.1048,92.5926,150,27,18,high,0,,,,32160,5549,17.2544,false,,,line_not_offered,homeCorners,Under_2_5|Under_3,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_corners_over3_5,Shanghai Shenhua — Córners a favor — Más de 3.5,team,72.3829,92.5926,150,112,74.6667,high,29,86.459,79.3103,7.1486,32160,22501,69.9658,false,,,line_not_offered,homeCorners,Over_3_5|Over_3,false,línea exacta no entregada por bet365/bwin
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_corners_under3_5,Shanghai Shenhua — Córners a favor — Menos de 3.5,team,27.6171,92.5926,150,38,25.3333,high,1,81.8048,100,18.1952,32160,9659,30.0342,false,,,line_not_offered,homeCorners,Under_3_5|Under_4,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_corners_over4_5,Shanghai Shenhua — Córners a favor — Más de 4.5,team,60.7364,92.5926,150,98,65.3333,high,6,84.8847,100,15.1153,32160,17931,55.7556,false,,,line_not_offered,homeCorners,Over_4_5|Over_4,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_corners_under4_5,Shanghai Shenhua — Córners a favor — Menos de 4.5,team,39.2636,92.5926,150,52,34.6667,high,8,82.7308,87.5,4.7692,32160,14229,44.2444,false,,,line_not_offered,homeCorners,Under_4_5|Under_5,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_corners_over5_5,Shanghai Shenhua — Córners a favor — Más de 5.5,team,44.0837,92.5926,150,78,52,high,0,,,,32160,13477,41.9061,false,,,line_not_offered,homeCorners,Over_5_5|Over_5,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_corners_under5_5,Shanghai Shenhua — Córners a favor — Menos de 5.5,team,55.9163,92.5926,150,72,48,high,39,85.0962,64.1026,20.9937,32160,18683,58.0939,false,,,line_not_offered,homeCorners,Under_5_5|Under_6,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_corners_over6_5,Shanghai Shenhua — Córners a favor — Más de 6.5,team,37.1197,92.5926,150,66,44,high,0,,,,32160,9681,30.1026,false,,,line_not_offered,homeCorners,Over_6_5|Over_6,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_corners_under6_5,Shanghai Shenhua — Córners a favor — Menos de 6.5,team,62.8803,92.5926,150,84,56,high,95,86.9499,69.4737,17.4762,32160,22479,69.8974,false,,,line_not_offered,homeCorners,Under_6_5|Under_7,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_corners_over7_5,Shanghai Shenhua — Córners a favor — Más de 7.5,team,21.9055,92.5926,150,44,29.3333,high,0,,,,32160,6600,20.5224,false,,,line_not_offered,homeCorners,Over_7_5|Over_7,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_corners_under7_5,Shanghai Shenhua — Córners a favor — Menos de 7.5,team,78.0945,92.5926,150,106,70.6667,high,151,88.7736,79.4702,9.3034,32160,25560,79.4776,false,,,line_not_offered,homeCorners,Under_7_5|Under_8,false,línea exacta no entregada por bet365/bwin
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_corners_over8_5,Shanghai Shenhua — Córners a favor — Más de 8.5,team,12.108,92.5926,150,24,16,high,0,,,,32160,4400,13.6816,false,,,line_not_offered,homeCorners,Over_8_5|Over_8,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_corners_under8_5,Shanghai Shenhua — Córners a favor — Menos de 8.5,team,87.892,92.5926,150,126,84,high,165,91.763,85.4545,6.3084,32160,27760,86.3184,false,,,line_not_offered,homeCorners,Under_8_5|Under_9,true,línea exacta no entregada por bet365/bwin
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_corners_over9_5,Shanghai Shenhua — Córners a favor — Más de 9.5,team,10.0383,92.5926,150,18,12,high,0,,,,32160,2793,8.6847,false,,,line_not_offered,homeCorners,Over_9_5|Over_9,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_corners_under9_5,Shanghai Shenhua — Córners a favor — Menos de 9.5,team,89.9617,92.5926,150,132,88,high,99,92.9602,92.9293,0.0309,32160,29367,91.3153,false,,,line_not_offered,homeCorners,Under_9_5|Under_10,true,línea exacta no entregada por bet365/bwin
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_corners_over10_5,Shanghai Shenhua — Córners a favor — Más de 10.5,team,3.5471,92.5926,150,10,6.6667,high,0,,,,32160,1751,5.4447,false,,,line_not_offered,homeCorners,Over_10_5|Over_10,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,home_corners_under10_5,Shanghai Shenhua — Córners a favor — Menos de 10.5,team,96.4529,92.5926,150,140,93.3333,elite95,19,96.718,100,3.282,32160,30409,94.5553,false,,,line_not_offered,homeCorners,Under_10_5|Under_11,true,línea exacta no entregada por bet365/bwin
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,away_corners_over0_5,Beijing Guoan — Córners a favor — Más de 0.5,team,99.6279,92.5926,150,149,99.3333,elite95,202,98.6309,95.5446,3.0863,32160,30926,96.1629,false,,,line_not_offered,awayCorners,Over_0_5|Over_0,true,línea exacta no entregada por bet365/bwin
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,away_corners_under0_5,Beijing Guoan — Córners a favor — Menos de 0.5,team,0.3721,92.5926,150,1,0.6667,high,0,,,,32160,1234,3.8371,false,,,line_not_offered,awayCorners,Under_0_5|Under_1,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,away_corners_over1_5,Beijing Guoan — Córners a favor — Más de 1.5,team,91.2679,92.5926,150,136,90.6667,daily90,151,94.9985,86.755,8.2435,32160,27891,86.7257,false,,,line_not_offered,awayCorners,Over_1_5|Over_1,true,línea exacta no entregada por bet365/bwin
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,away_corners_under1_5,Beijing Guoan — Córners a favor — Menos de 1.5,team,8.7321,92.5926,150,14,9.3333,high,0,,,,32160,4269,13.2743,false,,,line_not_offered,awayCorners,Under_1_5|Under_2,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,away_corners_over2_5,Beijing Guoan — Córners a favor — Más de 2.5,team,81.9715,92.5926,150,120,80,high,113,88.0534,70.7965,17.257,32160,23370,72.6679,false,,,line_not_offered,awayCorners,Over_2_5|Over_2,true,línea exacta no entregada por bet365/bwin
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,away_corners_under2_5,Beijing Guoan — Córners a favor — Menos de 2.5,team,18.0285,92.5926,150,30,20,high,0,,,,32160,8790,27.3321,false,,,line_not_offered,awayCorners,Under_2_5|Under_3,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,away_corners_over3_5,Beijing Guoan — Córners a favor — Más de 3.5,team,68.8202,92.5926,150,93,62,high,48,85.8119,64.5833,21.2286,32160,18093,56.2593,false,,,line_not_offered,awayCorners,Over_3_5|Over_3,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,away_corners_under3_5,Beijing Guoan — Córners a favor — Menos de 3.5,team,31.1798,92.5926,150,57,38,high,1,82.2507,100,17.7493,32160,14067,43.7407,false,,,line_not_offered,awayCorners,Under_3_5|Under_4,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,away_corners_over4_5,Beijing Guoan — Córners a favor — Más de 4.5,team,49.786,92.5926,150,74,49.3333,high,8,85.2353,75,10.2353,32160,13164,40.9328,false,,,line_not_offered,awayCorners,Over_4_5|Over_4,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,away_corners_under4_5,Beijing Guoan — Córners a favor — Menos de 4.5,team,50.214,92.5926,150,76,50.6667,high,5,83.2326,60,23.2326,32160,18996,59.0672,false,,,line_not_offered,awayCorners,Under_4_5|Under_5,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,away_corners_over5_5,Beijing Guoan — Córners a favor — Más de 5.5,team,34.0816,92.5926,150,59,39.3333,high,1,99.9999,0,99.9999,32160,9131,28.3924,false,,,line_not_offered,awayCorners,Over_5_5|Over_5,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,away_corners_under5_5,Beijing Guoan — Córners a favor — Menos de 5.5,team,65.9184,92.5926,150,91,60.6667,high,28,84.648,67.8571,16.7909,32160,23029,71.6076,false,,,line_not_offered,awayCorners,Under_5_5|Under_6,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,away_corners_over6_5,Beijing Guoan — Córners a favor — Más de 6.5,team,22.1251,92.5926,150,41,27.3333,high,1,99.9999,0,99.9999,32160,5974,18.5759,false,,,line_not_offered,awayCorners,Over_6_5|Over_6,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,away_corners_under6_5,Beijing Guoan — Córners a favor — Menos de 6.5,team,77.8749,92.5926,150,109,72.6667,high,70,86.835,82.8571,3.9779,32160,26186,81.4241,false,,,line_not_offered,awayCorners,Under_6_5|Under_7,false,línea exacta no entregada por bet365/bwin
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,away_corners_over7_5,Beijing Guoan — Córners a favor — Más de 7.5,team,14.7862,92.5926,150,28,18.6667,high,1,99.9999,0,99.9999,32160,3747,11.6511,false,,,line_not_offered,awayCorners,Over_7_5|Over_7,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,away_corners_under7_5,Beijing Guoan — Córners a favor — Menos de 7.5,team,85.2138,92.5926,150,122,81.3333,high,145,88.1603,86.2069,1.9534,32160,28413,88.3489,false,,,line_not_offered,awayCorners,Under_7_5|Under_8,true,línea exacta no entregada por bet365/bwin
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,away_corners_over8_5,Beijing Guoan — Córners a favor — Más de 8.5,team,8.3553,92.5926,150,17,11.3333,high,0,,,,32160,2296,7.1393,false,,,line_not_offered,awayCorners,Over_8_5|Over_8,false,probabilidad < 70%
2026-08-18,1523198,Shanghai Shenhua vs Beijing Guoan,Super League,2026-08-18T06:35:00-05:00,away_corners_under8_5,Beijing Guoan — Córners a favor — Menos de 8.5,team,91.6447,92.5926,150,133,88.6667,daily90,109,93.739,91.7431,1.9959,32160,29864,92.8607,false,,,line_not_offered,awayCorners,Under_8_5|Under_9,true,línea exacta no entregada por bet365/bwin
