date,fixture_id,match,league,kickoff,market_key,market,scope,probability_pct,reliability_pct,context_sample_n,context_hits,context_raw_hit_rate_pct,validation_band,validation_sample_n,validation_predicted_pct,validation_actual_pct,validation_gap_pp,all_results_sample_n,all_results_hits,all_results_actual_pct,platform_shown,exact_odd,bookmaker,quote_status,quote_field,quote_line_candidates,recommended_80,omission_reason
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over7_5,Total partido — Remates totales — Más de 7.5,team,100,93.75,180,180,100,elite95,208,99.875,99.0385,0.8366,31961,31777,99.4243,false,,,line_not_offered,shots,Over_7_5|Over_7,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under7_5,Total partido — Remates totales — Menos de 7.5,team,0,93.75,180,0,0,high,0,,,,31961,184,0.5757,false,,,line_not_offered,shots,Under_7_5|Under_8,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over8_5,Total partido — Remates totales — Más de 8.5,team,99.6894,93.75,180,179,99.4444,elite95,208,99.8567,99.0385,0.8183,31961,31754,99.3523,false,,,line_not_offered,shots,Over_8_5|Over_8,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under8_5,Total partido — Remates totales — Menos de 8.5,team,0.3106,93.75,180,1,0.5556,high,0,,,,31961,207,0.6477,false,,,line_not_offered,shots,Under_8_5|Under_9,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over9_5,Total partido — Remates totales — Más de 9.5,team,99.6894,93.75,180,179,99.4444,elite95,208,99.8028,98.5577,1.2451,31961,31717,99.2366,false,,,line_not_offered,shots,Over_9_5|Over_9,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under9_5,Total partido — Remates totales — Menos de 9.5,team,0.3106,93.75,180,1,0.5556,high,0,,,,31961,244,0.7634,false,,,line_not_offered,shots,Under_9_5|Under_10,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over10_5,Total partido — Remates totales — Más de 10.5,team,99.6894,93.75,180,179,99.4444,elite95,208,99.7435,98.0769,1.6666,31961,31653,99.0363,false,,,line_not_offered,shots,Over_10_5|Over_10,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under10_5,Total partido — Remates totales — Menos de 10.5,team,0.3106,93.75,180,1,0.5556,high,0,,,,31961,308,0.9637,false,,,line_not_offered,shots,Under_10_5|Under_11,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over11_5,Total partido — Remates totales — Más de 11.5,team,99.6894,93.75,180,179,99.4444,elite95,207,99.6439,98.0676,1.5762,31961,31557,98.736,false,,,line_not_offered,shots,Over_11_5|Over_11,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under11_5,Total partido — Remates totales — Menos de 11.5,team,0.3106,93.75,180,1,0.5556,high,0,,,,31961,404,1.264,false,,,line_not_offered,shots,Under_11_5|Under_12,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over12_5,Total partido — Remates totales — Más de 12.5,team,99.3788,93.75,180,178,98.8889,elite95,203,99.3893,98.5222,0.8671,31961,31383,98.1915,false,,,line_not_offered,shots,Over_12_5|Over_12,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under12_5,Total partido — Remates totales — Menos de 12.5,team,0.6212,93.75,180,2,1.1111,high,0,,,,31961,578,1.8085,false,,,line_not_offered,shots,Under_12_5|Under_13,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over13_5,Total partido — Remates totales — Más de 13.5,team,99.3788,93.75,180,178,98.8889,elite95,201,99.0369,97.0149,2.022,31961,31151,97.4657,false,,,line_not_offered,shots,Over_13_5|Over_13,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under13_5,Total partido — Remates totales — Menos de 13.5,team,0.6212,93.75,180,2,1.1111,high,0,,,,31961,810,2.5343,false,,,line_not_offered,shots,Under_13_5|Under_14,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over14_5,Total partido — Remates totales — Más de 14.5,team,98.7484,93.75,180,176,97.7778,elite95,189,98.5462,97.8836,0.6626,31961,30743,96.1891,false,,,line_not_offered,shots,Over_14_5|Over_14,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under14_5,Total partido — Remates totales — Menos de 14.5,team,1.2516,93.75,180,4,2.2222,high,0,,,,31961,1218,3.8109,false,,,line_not_offered,shots,Under_14_5|Under_15,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over15_5,Total partido — Remates totales — Más de 15.5,team,98.7484,93.75,180,176,97.7778,elite95,166,98.121,99.3976,1.2766,31961,30176,94.4151,false,,,line_not_offered,shots,Over_15_5|Over_15,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under15_5,Total partido — Remates totales — Menos de 15.5,team,1.2516,93.75,180,4,2.2222,high,0,,,,31961,1785,5.5849,false,,,line_not_offered,shots,Under_15_5|Under_16,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over16_5,Total partido — Remates totales — Más de 16.5,team,97.9453,93.75,180,173,96.1111,elite95,131,97.8331,100,2.1669,31961,29395,91.9715,false,,,line_not_offered,shots,Over_16_5|Over_16,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under16_5,Total partido — Remates totales — Menos de 16.5,team,2.0547,93.75,180,7,3.8889,high,0,,,,31961,2566,8.0285,false,,,line_not_offered,shots,Under_16_5|Under_17,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over17_5,Total partido — Remates totales — Más de 17.5,team,97.9453,93.75,180,173,96.1111,elite95,89,97.4682,97.7528,0.2846,31961,28417,88.9115,false,,,line_not_offered,shots,Over_17_5|Over_17,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under17_5,Total partido — Remates totales — Menos de 17.5,team,2.0547,93.75,180,7,3.8889,high,0,,,,31961,3544,11.0885,false,,,line_not_offered,shots,Under_17_5|Under_18,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over18_5,Total partido — Remates totales — Más de 18.5,team,94.3929,93.75,180,169,93.8889,daily90,116,94.7367,92.2414,2.4954,31961,27184,85.0537,false,,,line_not_offered,shots,Over_18_5|Over_18,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under18_5,Total partido — Remates totales — Menos de 18.5,team,5.6071,93.75,180,11,6.1111,high,0,,,,31961,4777,14.9463,false,,,line_not_offered,shots,Under_18_5|Under_19,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over19_5,Total partido — Remates totales — Más de 19.5,team,92.3454,93.75,180,162,90,daily90,81,94.1879,92.5926,1.5953,31961,25724,80.4856,false,,,line_not_offered,shots,Over_19_5|Over_19,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under19_5,Total partido — Remates totales — Menos de 19.5,team,7.6546,93.75,180,18,10,high,0,,,,31961,6237,19.5144,false,,,line_not_offered,shots,Under_19_5|Under_20,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over20_5,Total partido — Remates totales — Más de 20.5,team,88.8023,93.75,180,158,87.7778,high,117,88.5263,88.0342,0.4921,31961,24102,75.4107,false,,,line_not_offered,shots,Over_20_5|Over_20,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under20_5,Total partido — Remates totales — Menos de 20.5,team,11.1977,93.75,180,22,12.2222,high,0,,,,31961,7859,24.5893,false,,,line_not_offered,shots,Under_20_5|Under_21,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over21_5,Total partido — Remates totales — Más de 21.5,team,86.0896,93.75,180,148,82.2222,high,84,87.3816,86.9048,0.4768,31961,22251,69.6192,false,,,line_not_offered,shots,Over_21_5|Over_21,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under21_5,Total partido — Remates totales — Menos de 21.5,team,13.9104,93.75,180,32,17.7778,high,0,,,,31961,9710,30.3808,false,,,line_not_offered,shots,Under_21_5|Under_22,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over22_5,Total partido — Remates totales — Más de 22.5,team,76.9047,93.75,180,133,73.8889,high,49,87.6741,77.551,10.1231,31961,20276,63.4398,false,,,line_not_offered,shots,Over_22_5|Over_22,false,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under22_5,Total partido — Remates totales — Menos de 22.5,team,23.0953,93.75,180,47,26.1111,high,0,,,,31961,11685,36.5602,false,,,line_not_offered,shots,Under_22_5|Under_23,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over23_5,Total partido — Remates totales — Más de 23.5,team,70.2243,93.75,180,118,65.5556,high,36,86.1144,75,11.1144,31961,18232,57.0445,false,,,line_not_offered,shots,Over_23_5|Over_23,false,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under23_5,Total partido — Remates totales — Menos de 23.5,team,29.7757,93.75,180,62,34.4444,high,2,81.2726,50,31.2727,31961,13729,42.9555,false,,,line_not_offered,shots,Under_23_5|Under_24,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over24_5,Total partido — Remates totales — Más de 24.5,team,57.2037,93.75,180,104,57.7778,high,24,85.3028,70.8333,14.4695,31961,16132,50.474,false,,,line_not_offered,shots,Over_24_5|Over_24,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under24_5,Total partido — Remates totales — Menos de 24.5,team,42.7963,93.75,180,76,42.2222,high,3,83.824,33.3333,50.4907,31961,15829,49.526,false,,,line_not_offered,shots,Under_24_5|Under_25,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over25_5,Total partido — Remates totales — Más de 25.5,team,53.732,93.75,180,92,51.1111,high,15,84.9541,66.6667,18.2874,31961,14062,43.9974,false,,,line_not_offered,shots,Over_25_5|Over_25,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under25_5,Total partido — Remates totales — Menos de 25.5,team,46.268,93.75,180,88,48.8889,high,9,85.0214,55.5556,29.4658,31961,17899,56.0026,false,,,line_not_offered,shots,Under_25_5|Under_26,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over26_5,Total partido — Remates totales — Más de 26.5,team,50.306,93.75,180,79,43.8889,high,8,82.6964,62.5,20.1964,31961,12066,37.7523,false,,,line_not_offered,shots,Over_26_5|Over_26,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under26_5,Total partido — Remates totales — Menos de 26.5,team,49.694,93.75,180,101,56.1111,high,16,85.7885,75,10.7885,31961,19895,62.2477,false,,,line_not_offered,shots,Under_26_5|Under_27,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over27_5,Total partido — Remates totales — Más de 27.5,team,42.7026,93.75,180,72,40,high,4,80.7377,50,30.7377,31961,10181,31.8544,false,1.83,Bet365,offered,shots,Over_27_5|Over_27,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under27_5,Total partido — Remates totales — Menos de 27.5,team,57.2974,93.75,180,108,60,high,22,87.7984,77.2727,10.5257,31961,21780,68.1456,false,1.83,Bet365,offered,shots,Under_27_5|Under_28,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over28_5,Total partido — Remates totales — Más de 28.5,team,30.8498,93.75,180,61,33.8889,high,1,81.1728,0,81.1728,31961,8462,26.476,false,1.91,Bet365,offered,shots,Over_28_5|Over_28,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under28_5,Total partido — Remates totales — Menos de 28.5,team,69.1502,93.75,180,119,66.1111,high,47,86.5729,78.7234,7.8495,31961,23499,73.524,false,1.8,Bet365,offered,shots,Under_28_5|Under_29,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over29_5,Total partido — Remates totales — Más de 29.5,team,28.679,93.75,180,53,29.4444,high,1,81.1728,0,81.1728,31961,6945,21.7296,false,,,line_not_offered,shots,Over_29_5|Over_29,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under29_5,Total partido — Remates totales — Menos de 29.5,team,71.321,93.75,180,127,70.5556,high,75,86.5452,77.3333,9.2119,31961,25016,78.2704,false,,,line_not_offered,shots,Under_29_5|Under_30,false,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over30_5,Total partido — Remates totales — Más de 30.5,team,22.1381,93.75,180,39,21.6667,high,1,81.1728,0,81.1728,31961,5575,17.4431,false,,,line_not_offered,shots,Over_30_5|Over_30,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under30_5,Total partido — Remates totales — Menos de 30.5,team,77.8619,93.75,180,141,78.3333,high,117,87.5768,74.359,13.2178,31961,26386,82.5569,false,,,line_not_offered,shots,Under_30_5|Under_31,false,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over31_5,Total partido — Remates totales — Más de 31.5,team,20.7118,93.75,180,34,18.8889,high,1,81.1728,0,81.1728,31961,4465,13.9702,false,,,line_not_offered,shots,Over_31_5|Over_31,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under31_5,Total partido — Remates totales — Menos de 31.5,team,79.2882,93.75,180,146,81.1111,high,145,88.9444,77.2414,11.703,31961,27496,86.0298,false,,,line_not_offered,shots,Under_31_5|Under_32,false,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over32_5,Total partido — Remates totales — Más de 32.5,team,14.988,93.75,180,25,13.8889,high,1,81.1728,0,81.1728,31961,3483,10.8977,false,,,line_not_offered,shots,Over_32_5|Over_32,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under32_5,Total partido — Remates totales — Menos de 32.5,team,85.012,93.75,180,155,86.1111,high,156,90.422,80.7692,9.6527,31961,28478,89.1023,false,,,line_not_offered,shots,Under_32_5|Under_33,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over33_5,Total partido — Remates totales — Más de 33.5,team,13.3963,93.75,180,19,10.5556,high,0,,,,31961,2676,8.3727,false,,,line_not_offered,shots,Over_33_5|Over_33,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under33_5,Total partido — Remates totales — Menos de 33.5,team,86.6037,93.75,180,161,89.4444,high,135,91.4636,80,11.4636,31961,29285,91.6273,false,,,line_not_offered,shots,Under_33_5|Under_34,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over34_5,Total partido — Remates totales — Más de 34.5,team,10.1711,93.75,180,16,8.8889,high,0,,,,31961,2055,6.4297,false,,,line_not_offered,shots,Over_34_5|Over_34,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under34_5,Total partido — Remates totales — Menos de 34.5,team,89.8289,93.75,180,164,91.1111,high,117,92.4286,83.7607,8.6679,31961,29906,93.5703,false,,,line_not_offered,shots,Under_34_5|Under_35,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over35_5,Total partido — Remates totales — Más de 35.5,team,9.3752,93.75,180,13,7.2222,high,0,,,,31961,1575,4.9279,false,,,line_not_offered,shots,Over_35_5|Over_35,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under35_5,Total partido — Remates totales — Menos de 35.5,team,90.6248,93.75,180,167,92.7778,daily90,70,94.5524,88.5714,5.981,31961,30386,95.0721,false,,,line_not_offered,shots,Under_35_5|Under_36,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over36_5,Total partido — Remates totales — Más de 36.5,team,8.89,93.75,180,11,6.1111,high,0,,,,31961,1189,3.7202,false,,,line_not_offered,shots,Over_36_5|Over_36,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under36_5,Total partido — Remates totales — Menos de 36.5,team,91.11,93.75,180,169,93.8889,daily90,46,95.3333,89.1304,6.2028,31961,30772,96.2798,false,,,line_not_offered,shots,Under_36_5|Under_37,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_over37_5,Total partido — Remates totales — Más de 37.5,team,8.5794,93.75,180,10,5.5556,high,0,,,,31961,899,2.8128,false,,,line_not_offered,shots,Over_37_5|Over_37,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,total_shots_under37_5,Total partido — Remates totales — Menos de 37.5,team,91.4206,93.75,180,170,94.4444,daily90,19,95.3418,84.2105,11.1312,31961,31062,97.1872,false,,,line_not_offered,shots,Under_37_5|Under_38,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_shots_over0_5,Sao Paulo — Remates totales — Más de 0.5,team,100,93.75,180,180,100,elite95,211,99.9009,99.0521,0.8488,31961,31881,99.7497,false,,,line_not_offered,homeShots,Over_0_5|Over_0,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_shots_under0_5,Sao Paulo — Remates totales — Menos de 0.5,team,0,93.75,180,0,0,high,0,,,,31961,80,0.2503,false,,,line_not_offered,homeShots,Under_0_5|Under_1,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_shots_over1_5,Sao Paulo — Remates totales — Más de 1.5,team,100,93.75,180,180,100,elite95,210,99.7835,99.0476,0.7359,31961,31802,99.5025,false,,,line_not_offered,homeShots,Over_1_5|Over_1,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_shots_under1_5,Sao Paulo — Remates totales — Menos de 1.5,team,0,93.75,180,0,0,high,0,,,,31961,159,0.4975,false,,,line_not_offered,homeShots,Under_1_5|Under_2,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_shots_over2_5,Sao Paulo — Remates totales — Más de 2.5,team,99.7501,93.75,180,179,99.4444,elite95,208,99.4787,98.5577,0.921,31961,31651,99.0301,false,,,line_not_offered,homeShots,Over_2_5|Over_2,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_shots_under2_5,Sao Paulo — Remates totales — Menos de 2.5,team,0.2499,93.75,180,1,0.5556,high,0,,,,31961,310,0.9699,false,,,line_not_offered,homeShots,Under_2_5|Under_3,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_shots_over3_5,Sao Paulo — Remates totales — Más de 3.5,team,99.5002,93.75,180,178,98.8889,elite95,202,98.913,96.5347,2.3784,31961,31420,98.3073,false,,,line_not_offered,homeShots,Over_3_5|Over_3,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_shots_under3_5,Sao Paulo — Remates totales — Menos de 3.5,team,0.4998,93.75,180,2,1.1111,high,0,,,,31961,541,1.6927,false,,,line_not_offered,homeShots,Under_3_5|Under_4,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_shots_over4_5,Sao Paulo — Remates totales — Más de 4.5,team,92.6497,93.75,180,171,95,daily90,198,97.5332,94.9495,2.5837,31961,31027,97.0777,false,,,line_not_offered,homeShots,Over_4_5|Over_4,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_shots_under4_5,Sao Paulo — Remates totales — Menos de 4.5,team,7.3503,93.75,180,9,5,high,0,,,,31961,934,2.9223,false,,,line_not_offered,homeShots,Under_4_5|Under_5,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_shots_over5_5,Sao Paulo — Remates totales — Más de 5.5,team,91.3613,93.75,180,166,92.2222,daily90,172,95.7052,94.7674,0.9378,31961,30397,95.1065,false,,,line_not_offered,homeShots,Over_5_5|Over_5,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_shots_under5_5,Sao Paulo — Remates totales — Menos de 5.5,team,8.6387,93.75,180,14,7.7778,high,0,,,,31961,1564,4.8935,false,,,line_not_offered,homeShots,Under_5_5|Under_6,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_shots_over6_5,Sao Paulo — Remates totales — Más de 6.5,team,86.2265,93.75,180,156,86.6667,high,189,92.0079,92.5926,0.5847,31961,29446,92.131,false,,,line_not_offered,homeShots,Over_6_5|Over_6,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_shots_under6_5,Sao Paulo — Remates totales — Menos de 6.5,team,13.7735,93.75,180,24,13.3333,high,0,,,,31961,2515,7.869,false,,,line_not_offered,homeShots,Under_6_5|Under_7,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_shots_over7_5,Sao Paulo — Remates totales — Más de 7.5,team,80.7646,93.75,180,145,80.5556,high,155,89.4301,92.2581,2.828,31961,28129,88.0104,false,,,line_not_offered,homeShots,Over_7_5|Over_7,true,línea exacta no entregada por bet365/bwin
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_shots_under7_5,Sao Paulo — Remates totales — Menos de 7.5,team,19.2354,93.75,180,35,19.4444,high,0,,,,31961,3832,11.9896,false,,,line_not_offered,homeShots,Under_7_5|Under_8,false,probabilidad < 70%
2026-08-18,1607653,Sao Paulo vs Bolívar,CONMEBOL Sudamericana,2026-08-18T19:30:00-05:00,home_shots_over8_5,Sao Paulo — Remates totales — Más de 8.5,team,78.1878,93.75,180,135,75,high,93,87.5797,92.4731,4.8934,31961,26516,82.9636,false,,,line_not_offered,homeShots,Over_8_5|Over_8,false,línea exacta no entregada por bet365/bwin
